,id,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,Booking Status Predicted
21346,63446,2,0,2,5,0,0,1,144,2018,7,23,1,0,0,0,112.2,0,1
21347,63447,2,0,2,1,1,0,0,229,2018,9,18,1,0,0,0,85.5,0,1
21348,63448,2,0,2,2,0,0,0,158,2018,6,23,1,0,0,0,116.55,1,1
21349,63449,2,0,2,2,2,0,0,138,2018,7,10,0,0,0,0,102.25,2,0
21350,63450,2,0,2,1,0,0,0,97,2018,9,29,0,0,0,0,80.75,0,0
21351,63451,3,0,2,1,0,0,1,136,2018,9,30,1,0,0,0,154.8,1,0
21352,63452,1,0,1,2,0,1,0,78,2018,5,23,1,0,0,0,118.65,1,0
21353,63453,2,0,0,1,3,0,0,1,2018,3,10,4,1,0,1,0.0,1,0
21354,63454,2,1,0,1,0,1,0,1,2018,8,17,1,0,0,0,128.0,2,0
21355,63455,1,0,2,7,0,0,1,28,2018,2,5,1,0,0,0,101.78,1,0
21356,63456,3,0,2,4,0,0,1,94,2018,4,28,1,0,0,0,121.21,0,1
21357,63457,2,0,2,3,2,0,0,34,2017,9,23,0,0,0,0,224.67,0,1
21358,63458,2,0,2,4,2,0,0,170,2017,9,9,0,0,0,0,96.9,2,0
21359,63459,2,0,0,3,0,0,0,304,2018,6,3,1,0,0,0,89.0,0,1
21360,63460,1,0,2,1,0,0,0,282,2017,10,10,0,0,0,0,77.0,0,0
21361,63461,3,0,0,4,0,0,0,53,2018,4,7,1,0,0,0,121.55,2,0
21362,63462,2,0,2,1,0,0,1,135,2018,10,1,1,0,0,0,132.3,0,1
21363,63463,2,1,0,2,0,0,0,16,2017,11,22,1,0,0,0,105.5,2,0
21364,63464,2,0,0,2,0,0,1,75,2018,6,17,1,0,0,0,140.4,0,1
21365,63465,2,0,2,5,1,0,0,151,2018,7,25,1,0,0,0,91.68,0,1
21366,63466,1,0,0,3,0,0,0,5,2017,9,28,2,1,0,1,65.0,0,0
21367,63467,2,0,2,4,0,0,0,159,2017,8,12,1,0,0,0,76.5,2,0
21368,63468,2,2,0,2,0,0,3,19,2018,7,6,1,0,0,0,231.0,0,1
21369,63469,2,0,0,1,0,0,0,60,2017,9,9,0,0,0,0,65.0,0,0
21370,63470,2,0,0,4,0,0,0,148,2017,8,25,1,0,0,0,68.0,1,0
21371,63471,2,0,0,3,0,0,0,41,2018,4,28,0,0,0,0,120.0,1,0
21372,63472,3,0,1,5,0,0,1,169,2018,7,25,1,0,0,0,130.05,0,1
21373,63473,2,0,0,3,0,0,1,189,2018,10,14,1,0,0,0,109.8,0,1
21374,63474,3,0,4,5,0,0,1,217,2018,9,17,1,0,0,0,127.22,1,1
21375,63475,2,0,1,1,0,0,0,188,2018,7,15,1,0,0,0,105.3,0,1
21376,63476,2,0,0,2,0,0,0,230,2018,9,29,1,0,0,0,96.3,2,0
21377,63477,3,0,2,3,0,0,1,25,2018,10,31,1,0,0,0,151.59,0,1
21378,63478,1,0,0,2,0,0,0,263,2018,10,21,0,0,0,0,110.0,1,1
21379,63479,1,0,0,2,0,0,0,107,2018,6,10,0,0,0,0,130.0,1,0
21380,63480,3,0,1,4,0,0,1,113,2018,12,23,1,0,0,0,119.0,2,0
21381,63481,2,0,2,2,0,0,0,115,2018,2,21,0,0,0,0,87.0,0,0
21382,63482,2,0,2,5,1,0,0,197,2018,8,21,1,0,0,0,80.75,1,0
21383,63483,2,0,0,1,0,0,0,154,2018,10,5,1,0,0,0,123.3,0,1
21384,63484,2,0,2,2,0,0,1,79,2017,11,13,0,0,0,0,60.0,0,0
21385,63485,2,0,0,1,1,0,0,131,2018,10,11,1,0,0,0,108.0,0,1
21386,63486,2,0,0,3,2,0,0,8,2018,3,25,1,0,0,0,185.67,2,0
21387,63487,2,0,0,1,0,0,0,122,2018,4,15,0,0,0,0,85.0,0,0
21388,63488,1,0,1,3,0,0,0,113,2018,6,30,0,0,0,0,90.0,0,0
21389,63489,2,0,0,2,0,0,1,29,2018,5,18,1,0,0,0,156.0,0,1
21390,63490,1,0,0,1,0,0,0,50,2018,4,15,1,0,0,0,90.9,0,1
21391,63491,2,0,1,3,0,0,1,133,2018,6,13,0,0,0,0,90.95,0,0
21392,63492,2,0,2,2,1,0,0,110,2018,8,12,1,0,0,0,117.9,1,0
21393,63493,1,0,1,0,0,0,0,7,2018,9,5,2,1,0,7,65.0,1,0
21394,63494,2,0,1,0,0,0,0,35,2018,3,25,0,0,0,0,63.0,0,0
21395,63495,2,0,2,2,0,0,0,153,2018,12,29,1,0,0,0,122.91,1,1
21396,63496,3,0,2,1,0,0,0,1,2017,12,2,0,0,0,0,83.0,1,0
21397,63497,1,0,0,3,0,0,0,279,2018,12,29,1,0,0,0,110.8,0,1
21398,63498,1,0,0,1,2,0,0,5,2018,4,17,1,0,0,0,0.0,0,0
21399,63499,2,0,1,4,0,0,0,105,2017,11,26,1,0,0,0,72.25,3,0
21400,63500,2,0,2,2,0,0,2,11,2017,12,1,1,0,0,0,83.58,0,0
21401,63501,1,0,0,3,0,0,0,7,2018,12,29,0,0,0,0,65.0,0,0
21402,63502,2,2,2,2,0,0,3,38,2018,12,4,1,0,0,0,107.99,1,0
21403,63503,2,0,0,3,0,0,0,104,2017,12,4,0,0,0,0,75.0,0,0
21404,63504,3,0,2,1,0,0,1,36,2018,4,15,1,0,0,0,150.3,0,1
21405,63505,2,0,3,6,0,0,0,314,2018,12,23,1,0,0,0,68.66,0,1
21406,63506,2,0,0,2,2,0,0,36,2017,10,13,0,0,0,0,104.0,0,0
21407,63507,1,0,1,2,0,0,0,198,2018,9,9,0,0,0,0,90.0,0,0
21408,63508,1,0,2,2,2,0,0,386,2018,10,23,0,0,0,0,90.0,1,0
21409,63509,2,0,2,1,0,0,1,16,2018,10,27,1,0,0,0,176.33,2,0
21410,63510,1,0,0,3,0,0,1,5,2018,5,19,0,0,0,0,90.0,0,0
21411,63511,2,0,1,3,1,0,0,160,2018,7,7,1,0,0,0,97.75,0,1
21412,63512,2,0,0,1,1,0,0,184,2018,10,13,1,0,0,0,98.1,0,1
21413,63513,2,0,0,1,0,0,0,62,2018,9,2,0,0,0,0,85.5,0,0
21414,63514,3,0,2,5,0,0,1,104,2018,7,9,1,0,0,0,138.55,1,0
21415,63515,2,0,1,1,0,0,0,92,2018,11,26,0,0,0,0,90.0,0,0
21416,63516,3,0,2,1,0,0,1,62,2018,3,26,1,0,0,0,115.77,1,0
21417,63517,2,0,0,2,0,0,1,31,2018,6,2,1,0,0,0,156.15,2,0
21418,63518,3,0,1,2,0,0,1,93,2018,11,4,1,0,0,0,122.4,2,0
21419,63519,2,0,2,1,0,0,0,41,2018,12,27,0,0,0,0,112.0,0,0
21420,63520,2,0,2,4,0,0,1,18,2018,6,10,0,0,0,0,75.0,0,0
21421,63521,2,0,0,1,0,0,0,12,2017,10,8,0,0,0,0,70.0,0,0
21422,63522,2,0,2,2,0,0,0,121,2018,9,24,1,0,0,0,129.6,1,0
21423,63523,2,0,1,3,1,0,0,76,2018,2,11,1,0,0,0,51.09,1,0
21424,63524,2,0,1,2,2,0,0,161,2018,3,25,0,0,0,0,130.0,2,0
21425,63525,3,0,1,0,2,1,1,133,2018,8,12,1,0,0,0,189.0,1,0
21426,63526,2,0,2,3,1,0,0,183,2018,9,11,1,0,0,0,98.1,0,1
21427,63527,2,0,2,3,0,0,0,53,2018,12,6,0,0,0,0,68.0,0,0
21428,63528,2,0,0,3,0,0,0,146,2018,4,29,0,0,0,0,75.0,1,0
21429,63529,2,0,1,2,0,0,0,198,2018,9,22,0,0,0,0,90.0,0,1
21430,63530,2,0,2,3,0,0,0,189,2018,7,17,1,0,0,0,99.45,2,0
21431,63531,2,0,0,4,0,0,0,35,2018,10,19,0,0,0,0,85.0,0,0
21432,63532,2,0,1,2,0,0,1,187,2018,10,1,1,0,0,0,122.4,0,1
21433,63533,2,0,0,4,0,0,1,64,2018,10,25,1,0,0,0,85.93,1,0
21434,63534,2,0,1,2,0,0,1,154,2018,7,11,1,0,0,0,109.8,0,1
21435,63535,2,0,0,3,1,0,0,184,2018,8,12,1,0,0,0,107.1,0,1
21436,63536,2,0,0,4,1,0,0,214,2018,8,31,1,0,0,0,80.75,1,1
21437,63537,2,0,1,3,1,0,0,73,2018,10,26,0,0,0,0,85.0,1,0
21438,63538,2,0,1,3,0,0,1,24,2018,9,26,1,0,0,0,154.0,0,1
21439,63539,3,0,1,2,0,0,1,47,2018,11,11,1,0,0,0,114.0,2,0
21440,63540,2,2,1,5,0,0,5,56,2018,8,8,1,0,0,0,214.76,1,0
21441,63541,2,0,2,3,0,0,0,265,2018,12,12,1,0,0,0,73.95,1,0
21442,63542,2,0,2,2,0,0,0,47,2018,11,12,0,0,0,0,75.0,0,0
21443,63543,2,0,0,3,0,0,0,228,2018,10,6,1,0,0,0,115.6,0,1
21444,63544,3,0,0,3,0,0,1,49,2018,8,9,1,0,0,0,168.3,0,1
21445,63545,1,0,1,3,0,0,0,4,2018,10,12,0,0,0,0,120.0,0,0
21446,63546,2,0,1,2,0,0,0,78,2018,1,31,0,0,0,0,60.0,0,0
21447,63547,2,0,0,1,1,0,0,103,2018,10,18,1,0,0,0,80.1,0,1
21448,63548,2,0,1,5,0,0,2,14,2018,8,4,1,0,0,0,138.05,3,0
21449,63549,2,0,0,2,0,0,1,102,2018,5,24,1,0,0,0,140.4,2,0
21450,63550,2,0,3,5,1,0,0,30,2018,11,11,1,0,0,0,74.8,1,0
21451,63551,2,0,0,1,0,0,0,112,2018,10,14,0,0,0,0,120.0,1,0
21452,63552,2,0,0,3,0,0,0,210,2018,12,8,1,0,0,0,78.3,0,1
21453,63553,2,0,1,3,0,0,0,118,2018,4,28,0,0,0,0,90.0,0,0
21454,63554,3,0,0,4,0,0,1,46,2018,9,8,1,0,0,0,163.8,2,0
21455,63555,2,0,0,2,1,0,0,127,2018,7,1,1,0,0,0,94.5,1,0
21456,63556,2,0,2,1,0,0,0,221,2017,10,17,0,0,0,0,65.0,0,0
21457,63557,2,0,0,5,0,0,1,113,2018,7,13,1,0,0,0,118.8,0,1
21458,63558,2,0,1,2,0,0,0,150,2018,6,2,1,0,0,0,126.9,1,0
21459,63559,2,0,2,5,2,0,0,107,2018,8,28,1,0,0,0,140.25,1,1
21460,63560,2,0,1,1,1,0,0,131,2018,10,10,1,0,0,0,103.05,0,1
21461,63561,3,0,2,3,0,0,1,143,2018,10,15,1,0,0,0,151.2,2,0
21462,63562,2,0,0,2,0,0,1,19,2018,8,22,1,0,0,0,166.0,0,1
21463,63563,2,0,2,3,0,0,0,158,2018,8,21,1,0,0,0,75.27,0,1
21464,63564,1,0,2,4,1,0,0,89,2018,4,3,1,0,0,0,76.5,1,0
21465,63565,2,0,0,2,0,0,0,163,2018,9,6,0,0,0,0,80.75,0,0
21466,63566,0,0,1,2,0,0,2,83,2018,7,25,1,0,0,0,97.54,1,0
21467,63567,2,0,0,3,0,0,1,57,2018,3,3,0,0,0,0,60.0,1,0
21468,63568,2,0,0,1,0,0,0,119,2018,6,30,1,0,0,0,85.5,0,1
21469,63569,2,0,1,2,1,0,0,116,2018,6,10,1,0,0,0,116.1,1,0
21470,63570,2,0,2,5,0,0,1,45,2018,3,6,1,0,0,0,113.62,1,0
21471,63571,2,0,0,3,0,0,1,137,2018,10,4,1,0,0,0,132.3,0,1
21472,63572,1,0,1,3,1,0,0,41,2018,11,1,1,0,0,0,74.8,0,1
21473,63573,2,0,2,4,0,0,1,20,2018,9,2,1,0,0,0,145.0,3,0
21474,63574,2,0,1,3,0,0,0,105,2018,10,12,1,0,0,0,75.0,0,1
21475,63575,0,2,1,3,0,0,2,30,2018,11,23,1,0,0,0,77.86,1,0
21476,63576,3,0,0,1,0,0,1,36,2018,10,2,1,0,0,0,148.5,1,0
21477,63577,3,0,0,2,0,0,0,86,2018,10,30,0,0,0,0,90.95,1,0
21478,63578,1,0,0,3,0,0,0,166,2018,11,12,0,0,0,0,110.0,0,0
21479,63579,2,0,2,3,0,1,2,40,2018,4,30,1,0,0,0,127.83,1,0
21480,63580,2,0,1,5,0,0,0,129,2018,9,8,1,0,0,0,126.9,0,1
21481,63581,2,0,0,3,0,0,1,71,2018,9,15,1,0,0,0,149.4,0,1
21482,63582,2,0,0,3,0,0,0,304,2018,11,3,0,0,0,0,100.0,0,1
21483,63583,3,0,2,1,0,0,1,90,2018,7,24,1,0,0,0,137.7,2,0
21484,63584,3,0,1,3,0,0,0,128,2018,8,15,1,0,0,0,140.7,2,0
21485,63585,1,0,1,2,0,0,1,42,2018,4,18,1,0,0,0,118.8,0,1
21486,63586,2,0,0,2,2,0,0,56,2018,10,8,1,0,0,0,162.9,0,1
21487,63587,2,0,0,2,0,0,1,16,2018,3,29,1,0,0,0,111.0,0,1
21488,63588,2,0,2,7,0,0,0,179,2018,7,30,1,0,0,0,55.96,0,1
21489,63589,1,0,1,0,0,0,0,3,2018,10,5,2,1,3,37,65.0,0,0
21490,63590,2,0,0,3,0,0,0,285,2018,12,3,1,0,0,0,106.2,0,1
21491,63591,2,2,2,2,0,0,3,35,2018,9,25,1,0,0,0,207.0,2,0
21492,63592,1,0,0,3,0,0,0,308,2018,11,23,1,0,0,0,78.3,1,0
21493,63593,2,0,0,3,2,0,0,150,2018,6,16,1,0,0,0,90.0,1,0
21494,63594,2,0,0,4,0,0,0,82,2018,5,5,0,0,0,0,80.75,1,0
21495,63595,2,0,1,1,0,0,1,35,2018,6,27,0,0,0,0,96.3,0,0
21496,63596,2,0,0,4,0,0,0,150,2018,6,29,1,0,0,0,99.45,1,0
21497,63597,2,0,0,2,0,0,0,180,2018,5,2,1,0,0,0,100.0,0,1
21498,63598,1,0,0,3,2,0,0,36,2018,1,19,0,0,0,0,91.0,0,0
21499,63599,2,0,2,3,0,0,0,143,2018,5,29,1,0,0,0,99.79,1,0
21500,63600,2,0,2,4,0,0,0,164,2017,9,19,1,0,0,0,105.75,2,0
21501,63601,2,0,0,1,0,0,2,0,2017,12,21,4,0,0,0,0.0,1,0
21502,63602,2,0,2,1,0,0,0,72,2018,11,26,0,0,0,0,68.0,0,0
21503,63603,2,0,1,2,1,0,0,151,2018,8,11,1,0,0,0,100.5,0,1
21504,63604,2,2,0,2,0,0,3,77,2018,5,6,1,0,0,0,198.9,0,1
21505,63605,1,0,0,2,2,0,0,12,2017,10,16,1,0,0,0,0.0,0,0
21506,63606,3,0,1,3,0,0,1,13,2018,2,15,1,0,0,0,127.0,1,0
21507,63607,2,0,2,1,0,0,0,54,2018,4,9,0,0,0,0,80.75,0,0
21508,63608,1,0,2,2,0,0,0,99,2018,10,30,0,0,0,0,75.0,0,0
21509,63609,2,0,2,2,1,0,0,237,2018,10,28,1,0,0,0,80.75,0,1
21510,63610,3,0,0,1,0,0,1,63,2018,6,8,1,0,0,0,159.3,0,1
21511,63611,2,0,0,2,0,0,1,95,2018,10,20,1,0,0,0,132.3,0,1
21512,63612,2,1,0,1,0,1,0,83,2018,7,8,1,0,0,0,112.5,1,0
21513,63613,1,0,0,1,0,0,0,41,2017,10,25,0,0,0,0,100.0,0,0
21514,63614,2,0,0,3,0,0,0,105,2018,5,12,0,0,0,0,75.0,0,0
21515,63615,1,0,1,2,1,0,0,33,2018,1,25,1,0,0,0,56.16,0,1
21516,63616,2,0,0,3,0,0,0,253,2018,12,8,1,0,0,0,78.3,2,0
21517,63617,2,0,2,1,1,0,0,131,2018,7,23,1,0,0,0,94.5,0,1
21518,63618,2,0,0,4,0,0,0,110,2017,12,9,0,0,0,0,110.0,0,0
21519,63619,2,0,2,0,0,0,0,75,2018,10,30,0,0,0,0,95.0,0,1
21520,63620,1,0,1,0,0,0,0,13,2017,11,30,2,1,0,1,65.0,0,0
21521,63621,2,0,2,0,0,0,0,103,2018,4,18,1,0,0,0,115.0,0,1
21522,63622,2,1,2,1,0,0,0,11,2018,3,17,1,0,0,0,119.67,2,0
21523,63623,2,0,0,3,0,0,0,308,2018,11,13,1,0,0,0,78.3,2,0
21524,63624,2,0,2,1,2,0,0,122,2018,4,2,0,0,0,0,110.24,0,0
21525,63625,2,0,0,2,0,0,0,42,2018,10,21,0,0,0,0,85.0,0,0
21526,63626,2,0,0,3,0,0,0,47,2018,3,4,1,0,0,0,53.19,1,0
21527,63627,2,0,2,0,2,0,0,55,2017,10,9,0,0,0,0,104.0,0,0
21528,63628,2,0,0,2,1,0,0,165,2018,8,19,1,0,0,0,118.8,0,1
21529,63629,3,0,2,2,0,0,1,61,2018,5,27,1,0,0,0,159.3,0,1
21530,63630,1,0,2,1,0,0,0,2,2018,2,27,0,0,0,0,60.0,0,0
21531,63631,3,0,0,2,0,0,1,77,2018,9,16,1,0,0,0,168.3,2,0
21532,63632,2,0,2,3,0,0,0,83,2018,5,2,0,0,0,0,80.75,0,0
21533,63633,2,0,1,2,0,0,0,141,2017,9,20,0,0,0,0,90.0,0,0
21534,63634,2,0,1,2,0,0,0,80,2018,11,14,0,0,0,0,75.0,0,0
21535,63635,2,0,1,3,0,0,0,73,2018,10,26,0,0,0,0,80.75,2,0
21536,63636,2,0,1,0,0,0,1,125,2018,7,13,1,0,0,0,91.48,1,0
21537,63637,2,0,2,5,0,0,0,76,2017,7,27,1,0,0,0,76.5,1,0
21538,63638,2,0,2,1,0,0,0,97,2018,10,9,0,0,0,0,80.75,0,0
21539,63639,1,0,0,1,0,0,0,2,2018,10,13,1,0,0,0,180.0,2,0
21540,63640,2,1,1,4,0,0,0,21,2018,7,17,1,0,0,0,119.17,2,0
21541,63641,2,0,1,4,0,0,0,152,2017,7,8,1,0,0,0,76.5,2,0
21542,63642,2,0,0,2,1,0,0,292,2018,7,21,1,0,0,0,115.0,0,1
21543,63643,2,0,2,1,1,0,0,205,2018,7,16,1,0,0,0,85.5,0,1
21544,63644,2,0,0,3,1,0,0,164,2018,9,20,1,0,0,0,116.1,1,1
21545,63645,1,0,0,1,0,0,0,113,2018,3,31,2,0,0,0,100.0,0,0
21546,63646,1,1,1,1,1,0,0,64,2018,9,5,1,0,0,0,91.2,0,1
21547,63647,1,0,0,1,0,0,0,48,2018,4,12,1,0,0,0,100.8,0,1
21548,63648,2,0,2,2,2,0,0,169,2017,8,22,0,0,0,0,106.0,0,0
21549,63649,1,0,1,2,0,0,0,31,2018,9,16,0,0,0,0,75.0,0,0
21550,63650,2,0,2,3,0,0,0,166,2018,6,19,1,0,0,0,121.55,2,1
21551,63651,2,0,2,2,0,0,0,190,2018,4,20,1,0,0,0,77.89,0,1
21552,63652,2,0,0,1,0,0,0,193,2018,10,22,1,0,0,0,65.0,0,1
21553,63653,2,0,2,2,0,0,0,18,2017,10,16,0,0,0,0,48.0,0,0
21554,63654,2,0,0,2,0,0,0,136,2018,5,6,1,0,0,0,105.3,1,0
21555,63655,2,0,1,3,0,0,0,184,2018,8,4,1,0,0,0,99.45,0,1
21556,63656,2,1,0,1,2,0,0,11,2018,4,4,1,0,0,0,143.5,0,1
21557,63657,3,0,2,5,0,0,1,155,2018,7,31,1,0,0,0,151.59,1,1
21558,63658,2,0,2,2,1,0,0,110,2018,7,22,1,0,0,0,103.5,1,0
21559,63659,2,0,3,5,0,0,1,18,2018,9,1,1,0,0,0,142.43,1,0
21560,63660,2,0,2,1,2,0,0,87,2018,9,23,0,0,0,0,96.0,0,0
21561,63661,2,0,1,3,0,0,1,48,2018,9,5,0,0,0,0,112.88,1,0
21562,63662,3,0,2,1,0,0,1,43,2018,3,26,1,0,0,0,140.4,1,0
21563,63663,3,0,1,3,0,0,1,64,2018,4,11,1,0,0,0,130.05,0,1
21564,63664,1,0,0,1,0,0,0,0,2018,10,17,2,1,0,4,95.0,0,0
21565,63665,2,0,1,2,0,0,0,164,2018,10,16,0,0,0,0,90.0,0,1
21566,63666,2,0,1,3,0,0,0,157,2018,12,8,0,0,0,0,68.0,0,0
21567,63667,1,0,1,0,0,0,0,4,2018,3,18,0,0,0,0,64.4,0,0
21568,63668,2,0,1,2,0,0,0,273,2018,9,5,0,0,0,0,95.0,0,1
21569,63669,1,0,0,1,0,0,1,7,2018,5,9,1,0,0,0,156.0,2,0
21570,63670,2,0,1,1,2,0,0,247,2018,6,6,0,0,0,0,115.0,1,1
21571,63671,2,0,0,4,0,0,1,29,2018,4,12,1,0,0,0,143.18,0,1
21572,63672,3,0,0,3,0,0,1,65,2018,7,26,1,0,0,0,123.93,1,0
21573,63673,2,0,1,2,0,0,1,32,2017,9,25,0,0,0,0,67.5,0,0
21574,63674,1,0,1,0,0,1,1,0,2018,3,1,2,0,0,0,55.0,1,0
21575,63675,2,0,0,3,0,0,0,27,2018,6,10,0,0,0,0,120.0,0,0
21576,63676,1,0,0,3,0,0,0,37,2018,5,11,1,0,0,0,105.3,0,1
21577,63677,2,1,1,3,0,0,1,37,2018,7,10,1,0,0,0,158.86,2,0
21578,63678,2,0,0,3,0,0,0,93,2017,12,17,1,0,0,0,72.25,1,0
21579,63679,2,0,2,5,0,0,0,85,2018,11,6,1,0,0,0,85.0,1,0
21580,63680,1,0,0,2,0,0,1,52,2018,5,6,1,0,0,0,140.4,0,1
21581,63681,2,0,2,1,2,0,0,220,2018,9,15,1,0,0,0,156.0,0,1
21582,63682,3,0,2,5,0,0,0,115,2018,7,16,1,0,0,0,141.3,2,0
21583,63683,2,0,1,0,2,0,0,6,2017,9,20,0,0,0,0,104.0,0,0
21584,63684,2,1,2,3,0,0,0,12,2017,12,27,1,0,0,0,58.0,1,0
21585,63685,2,0,2,5,0,0,0,230,2018,9,6,1,0,0,0,111.0,0,1
21586,63686,2,0,0,2,0,0,0,68,2017,12,2,0,0,0,0,65.0,0,0
21587,63687,2,1,2,1,2,0,0,184,2018,8,23,1,0,0,0,164.25,0,1
21588,63688,2,0,2,6,0,0,0,119,2017,10,16,1,0,0,0,82.87,0,1
21589,63689,1,0,1,2,0,0,0,2,2017,10,12,0,0,0,0,75.0,0,0
21590,63690,1,0,1,2,0,0,0,273,2018,5,13,1,0,0,0,95.0,0,1
21591,63691,1,0,0,2,0,0,0,52,2018,2,25,1,0,0,0,67.5,0,1
21592,63692,2,0,1,3,0,0,0,206,2018,8,29,1,0,0,0,126.9,0,1
21593,63693,2,0,0,1,0,0,2,72,2018,7,20,1,0,0,0,97.54,0,1
21594,63694,2,0,1,5,0,0,0,163,2018,10,2,1,0,0,0,78.96,1,0
21595,63695,2,0,0,2,0,0,0,18,2018,2,26,0,0,0,0,64.0,0,0
21596,63696,0,2,0,3,0,0,2,95,2018,12,23,1,0,0,0,77.86,2,0
21597,63697,1,0,2,5,0,0,0,280,2018,9,19,0,0,0,0,110.0,0,1
21598,63698,2,0,1,2,0,0,0,39,2017,12,4,0,0,0,0,65.0,0,0
21599,63699,2,0,0,2,2,0,0,309,2017,5,13,0,0,0,0,101.5,0,0
21600,63700,1,0,1,2,0,0,0,0,2017,12,9,0,0,0,0,75.0,0,0
21601,63701,1,0,0,3,0,0,0,37,2018,10,13,0,0,0,0,110.0,0,0
21602,63702,2,0,1,3,0,0,0,276,2018,9,22,0,0,0,0,116.33,1,1
21603,63703,2,0,0,3,0,0,0,271,2018,9,23,1,0,0,0,101.33,1,1
21604,63704,2,0,2,3,0,0,0,24,2017,12,24,0,0,0,0,58.0,1,0
21605,63705,2,1,0,3,0,0,0,62,2018,3,28,1,0,0,0,101.15,2,0
21606,63706,1,0,0,2,2,0,0,292,2018,7,21,0,0,0,0,90.0,0,0
21607,63707,3,0,2,2,0,0,1,6,2018,7,2,1,0,0,0,180.0,1,0
21608,63708,2,0,2,1,0,0,0,87,2018,6,10,0,0,0,0,80.75,0,0
21609,63709,2,0,0,3,0,0,0,276,2018,9,22,0,0,0,0,120.0,0,1
21610,63710,2,0,1,2,0,0,1,94,2018,4,23,1,0,0,0,96.3,2,0
21611,63711,1,0,2,4,0,0,0,166,2018,11,13,0,0,0,0,110.0,0,1
21612,63712,1,0,1,2,0,0,4,0,2018,10,19,2,1,0,5,106.0,0,0
21613,63713,2,0,2,1,0,0,0,163,2018,9,8,0,0,0,0,80.75,0,0
21614,63714,2,0,1,2,0,0,0,209,2018,8,29,1,0,0,0,90.95,0,1
21615,63715,1,0,1,2,0,0,0,101,2018,10,7,1,0,0,0,80.0,0,1
21616,63716,2,0,1,1,0,0,0,92,2018,4,11,0,0,0,0,90.0,0,0
21617,63717,1,0,0,3,0,0,0,14,2017,10,29,0,0,0,0,65.0,0,0
21618,63718,2,0,1,2,0,0,0,101,2018,3,18,1,0,0,0,78.3,0,1
21619,63719,2,0,1,2,0,0,0,104,2018,4,28,0,0,0,0,80.75,0,0
21620,63720,2,2,1,0,0,0,3,40,2018,10,17,1,0,0,0,158.4,2,0
21621,63721,2,1,0,2,0,0,0,91,2018,8,16,1,0,0,0,152.1,2,0
21622,63722,1,0,0,4,0,0,0,6,2018,11,9,2,1,0,2,65.0,0,0
21623,63723,3,0,0,3,0,0,1,128,2018,10,19,1,0,0,0,151.2,0,1
21624,63724,2,0,1,2,1,0,0,185,2018,12,7,1,0,0,0,103.5,0,1
21625,63725,2,0,1,2,0,0,0,122,2018,8,7,0,0,0,0,68.0,0,0
21626,63726,2,0,1,1,1,0,0,268,2018,10,1,1,0,0,0,95.4,0,1
21627,63727,2,0,2,2,0,0,1,111,2018,8,14,1,0,0,0,127.8,2,0
21628,63728,2,0,0,3,2,0,1,30,2018,4,30,1,0,0,0,157.5,0,1
21629,63729,2,1,2,3,0,0,1,50,2017,12,23,0,0,0,0,69.0,0,0
21630,63730,2,0,0,4,0,0,1,132,2018,5,12,1,0,0,0,104.55,0,1
21631,63731,2,0,0,3,0,0,0,213,2018,6,30,1,0,0,0,95.0,0,1
21632,63732,2,2,0,2,0,0,3,122,2018,4,15,1,0,0,0,168.3,2,0
21633,63733,2,0,2,2,0,0,0,102,2017,11,23,1,0,0,0,72.25,1,0
21634,63734,2,0,2,3,0,0,0,276,2018,9,13,0,0,0,0,61.0,0,0
21635,63735,2,0,1,2,0,0,0,133,2018,6,19,1,0,0,0,120.0,1,0
21636,63736,2,0,0,3,2,0,0,65,2017,9,8,0,0,0,0,134.75,0,0
21637,63737,2,0,1,3,0,0,0,103,2018,6,26,1,0,0,0,107.0,1,0
21638,63738,2,0,0,3,1,0,0,46,2018,1,31,0,0,0,0,71.33,0,0
21639,63739,2,0,0,3,0,0,0,44,2018,5,31,4,0,0,0,0.0,0,0
21640,63740,2,0,1,2,0,0,2,121,2018,3,25,1,0,0,0,88.77,2,0
21641,63741,3,0,2,1,0,0,1,13,2018,5,3,1,0,0,0,177.0,2,0
21642,63742,2,0,2,1,0,0,0,92,2018,11,6,0,0,0,0,90.0,1,0
21643,63743,2,0,0,1,0,0,0,0,2018,6,9,0,0,0,0,130.0,0,0
21644,63744,1,0,1,1,1,0,0,69,2018,10,17,1,0,0,0,78.48,0,1
21645,63745,2,0,0,2,0,0,0,163,2018,9,9,1,0,0,0,126.9,1,1
21646,63746,2,0,2,5,0,0,0,118,2018,7,2,1,0,0,0,107.95,1,0
21647,63747,1,0,0,2,0,0,0,86,2017,9,16,0,0,0,0,87.5,0,0
21648,63748,2,0,2,3,0,0,0,153,2018,7,4,0,0,0,0,96.9,1,0
21649,63749,2,0,2,2,0,0,0,149,2018,7,22,1,0,0,0,99.45,2,0
21650,63750,2,2,2,0,0,0,3,33,2017,10,6,1,0,0,0,159.75,0,0
21651,63751,3,0,0,1,0,0,1,7,2018,5,22,1,0,0,0,177.0,2,0
21652,63752,2,0,2,1,0,0,1,67,2017,11,1,0,0,0,0,32.71,0,0
